Store,smartIntent,message,starRating,Month of Fiscal Month,Blank
BP #53017 Houston,Store Experience | Long Wait Time,"I stopped by to exchange 2 cable boxes and when i arrived, I walked in to a room full of people waiting and being serviced.  The receptionist greeted me and I asked her,  ""how long is the wait?""  and her reply, ""There is no wait"" so i gave her my name.  As I waited, i decided to sit down and wait.  After about 5-10 minutes of waiting, no one called my name so I left.  Had she told me the real wait time, I would have happily scheduled more time to come back and wait. No need to lie...",1,25-Mar,53017
BP #53017 Houston,Store Experience | Long Wait Time,"Stood in line 20 minutes before anyone asked did I need help. Also, I waited over 30min just to return equipment. Bad customer service and not helpful at all. Will not be coming back to this location. Jesus offered other people to sit down but not me.",1,25-Feb,53017
BP #53017 Houston,Store Experience | Staff | Appreciation,3QM Jeremiah was patient and informative.,5,25-Feb,53017
BP #53017 Houston,Store Experience | Staff | Appreciation,"King Jeremiah one of the best employees that had ever helped us. His interaction and patience with us was a touch of heaven !!

Indeed God bless Him !! & y’all blessed to hire such a person and personality to your company.

We love JEREMIAH !!!",5,25-Mar,53017
BP #53017 Houston,Store Experience | Staff | Appreciation,"My experience at the Xfinity store off Wilcrest in Houston was the best. The associate David went above and beyond to help me today.
THANKS DAIVD YOU'RE GREAT! I GIVE YOU A 10!!!",5,25-Mar,53017
BP #53017 Houston,Store Experience | Staff | Appreciation,"Very good service, thank you Mr. Jesus",5,25-Feb,53017
BP #53018 Lake Jackson,Store Experience | Not Recommended,"A Masterclass in Customer Neglect (or, How to Run a Business Into the Ground)

I'm actually writing this *from inside the store*, which should tell you everything you need to know. Upon entering, I was met not with a greeting, not with a smile, not even with a flicker of acknowledgement. Instead, I was treated to a masterclass in how *not* to run a business. The staff seem to have collectively forgotten the basic tenets of customer service. Waiting was apparently the order of the day, and eye contact? Forget about it. It's as if they've been specifically trained to avoid human interaction at all costs. The complete and utter lack of any discernible customer service skills is frankly appalling. ""Crap"" doesn't even begin to cover it. This isn't just bad service; it's an insult to the very concept of retail. I'd advise anyone considering entering this establishment to turn around and run in the opposite direction. You'll save yourself time, frustration, and a profound disappointment in humanity. I've been here twice so I can confirm both times were crappy",1,25-Jan,53018
BP #53018 Lake Jackson,Store Experience | Staff | Appreciation,Teresa and Amber was a big help with getting everything setup and taken care of even when the store was close to closing time they stayed and helped me out. If anybody has any questions or needs help I’d definitely recommend to speak to these helpful ladies in the store. Big help 10/10,5,25-Mar,53018
BP #53020 Galveston,Store Experience | Staff | Appreciation,Excellent customer care and great knowledge of products,5,25-Mar,53020
BP #53020 Galveston,Store Experience | Staff | Appreciation,"Francisco and Damon went way out of there way over the course of two days to ensure my problem with my phone service was resolved. The best customer service I've ever received. I will tell my friends and be a continued Xfinity customer, thank you so much, Terry",5,25-Feb,53020
BP #53020 Galveston,Store Experience | Staff | Behaviour Issues,"Zero Stars. I was at the Galveston store on 7 MARCH 2025 at 1600 hours to delete my online Xfinity presence after cancelling my services. The sweet little man wearing the red Sally Jesse Raphael glasses and girl hair bun, was so exceeding rude to me, that I'd have to write an essay to elucidate his trifling ways. It was the worst customer service experience that I've ever had. I received much better service by walking out and calling customer service and speaking to someone that spoke poor pidgin english than I did from this pitiful person masquerading as a manager.",1,25-Mar,53020
"BP #53024 Houston, TX",Store Experience | Long Wait Time,Absolute worst customer service ever. They only had 2 reps helping customers . A long wait time just to be helped. About a 2 hour wait time . Just ridiculous. They need more workers to help keep the wait time shorter,1,25-Mar,53024
"BP #53024 Houston, TX",Store Experience | Long Wait Time,Came in to the store to return equipment and even thought it was busy all the workers addressed the rush hour well.,5,25-Mar,53024
"BP #53024 Houston, TX",Store Experience | Staff | Appreciation,"(Translated by Google) Excellent service

(Original)
Excelente servicio",5,25-Feb,53024
"BP #53024 Houston, TX",Store Experience | Staff | Appreciation,Good service i give a 10+ 5stars,5,25-Jan,53024
"BP #53024 Houston, TX",Store Experience | Staff | Appreciation,I had a great experience with Xfinity. Cheyenne Hines was very helpful! Ask for her when you come.,5,25-Feb,53024
"BP #53024 Houston, TX",Store Experience | Staff | Appreciation,I received outstanding service with Alana. She was very knowledgeable and kind.,5,25-Jan,53024
"BP #53024 Houston, TX",Store Experience | Staff | Dissatisfaction,"Waited for around 5min no one came to help me or even say welcome , not even a smile",1,25-Jan,53024
BP #54000 Douglasville,Store Experience | Staff | Appreciation,"Excellent customer service!  Jordan was very helpful, professional and super friendly!",5,25-Feb,54000
BP #54000 Douglasville,Store Experience | Staff | Behaviour Issues,"(Translated by Google) The attitude of the people who serve is terrible. They get upset about the service you ask of them. Very arrogant, rude, poorly educated, really bad service.

(Original)
Pésima la actitud de las personas que atienden. Se molestan por el servicio que les pides. Muy prepotentes, groseros, mal educados, realmente pésimo servicio.",1,25-Feb,54000
BP #54001 Woodstock,Store Experience | Customer Dissatisfaction,The store was closed already at 6:30pm when Google maps says that the store closes at 7pm,1,25-Feb,54001
BP #54001 Woodstock,Store Experience | Staff | Manager Complaints,"This store has quite possibly the absolute worst customer service from the manager down. They have no concept of how to greet, treat and speak to clients.",1,25-Feb,54001
BP #54003 Cumming,Store Experience | Staff | Appreciation,Adonis did incredible helping me fix my internet bill. He explained everything perfectly and guided me on my next steps. Definitely go and ask to speak with Adonis!,5,25-Mar,54003
BP #54003 Cumming,Store Experience | Staff | Appreciation,Al was knowledgable and helpful.,5,25-Jan,54003
BP #54003 Cumming,Store Experience | Staff | Appreciation,"Experience was seemless - everyone was friendly, quick service and knowledgeable - meme was absolutely amazing and I would recommend asking for her personally at this Xfinity location in Cumming, Ga.",5,25-Jan,54003
BP #54003 Cumming,Store Experience | Staff | Appreciation,Lena was outstanding even when the system kicked her off she stuck with it and did not give up. She was very friendly and worked to help others and she was so kind and patient. I wish her manager was there I would have told him she was awesome. I hope she gets recognized for her efforts.,5,25-Mar,54003
